config_id,split,path,n_cells,is_perturbation,perturbation_type
base_000277,train,train/base_000277.npz,471,False,
base_000278,train,train/base_000278.npz,160,False,
base_000279,train,train/base_000279.npz,62,False,
base_000280,train,train/base_000280.npz,91,False,
base_000281,train,train/base_000281.npz,64,False,
base_000282,train,train/base_000282.npz,216,False,
base_000283,train,train/base_000283.npz,63,False,
base_000284,train,train/base_000284.npz,216,False,
base_000285,train,train/base_000285.npz,433,False,
base_000286,train,train/base_000286.npz,64,False,
base_000287,train,train/base_000287.npz,359,False,
base_000288,train,train/base_000288.npz,40,False,
base_000289,train,train/base_000289.npz,68,False,
base_000290,train,train/base_000290.npz,421,False,
base_000291,train,train/base_000291.npz,366,False,
base_000292,train,train/base_000292.npz,60,False,
base_000293,train,train/base_000293.npz,85,False,
base_000294,train,train/base_000294.npz,304,False,
base_000295,train,train/base_000295.npz,118,False,
base_000296,train,train/base_000296.npz,45,False,
base_000297,train,train/base_000297.npz,121,False,
base_000298,train,train/base_000298.npz,138,False,
base_000299,train,train/base_000299.npz,366,False,
base_000300,train,train/base_000300.npz,183,False,
base_000301,train,train/base_000301.npz,158,False,
base_000302,train,train/base_000302.npz,366,False,
base_000303,train,train/base_000303.npz,359,False,
base_000304,train,train/base_000304.npz,182,False,
base_000305,train,train/base_000305.npz,367,False,
base_000306,train,train/base_000306.npz,62,False,
base_000307,train,train/base_000307.npz,92,False,
base_000308,train,train/base_000308.npz,160,False,
base_000309,train,train/base_000309.npz,232,False,
base_000310,train,train/base_000310.npz,216,False,
base_000311,train,train/base_000311.npz,138,False,
base_000312,train,train/base_000312.npz,367,False,
base_000313,train,train/base_000313.npz,416,False,
base_000314,train,train/base_000314.npz,173,False,
base_000315,train,train/base_000315.npz,41,False,
base_000316,train,train/base_000316.npz,41,False,
base_000317,train,train/base_000317.npz,85,False,
base_000318,train,train/base_000318.npz,474,False,
base_000319,train,train/base_000319.npz,150,False,
base_000320,train,train/base_000320.npz,64,False,
base_000321,train,train/base_000321.npz,367,False,
base_000322,train,train/base_000322.npz,85,False,
base_000323,train,train/base_000323.npz,160,False,
base_000324,train,train/base_000324.npz,232,False,
base_000325,train,train/base_000325.npz,421,False,
base_000326,train,train/base_000326.npz,60,False,
base_000327,train,train/base_000327.npz,261,False,
base_000328,train,train/base_000328.npz,116,False,
base_000329,train,train/base_000329.npz,305,False,
base_000330,train,train/base_000330.npz,182,False,
base_000331,train,train/base_000331.npz,367,False,
base_000332,train,train/base_000332.npz,175,False,
base_000333,train,train/base_000333.npz,45,False,
base_000334,train,train/base_000334.npz,41,False,
base_000335,train,train/base_000335.npz,41,False,
base_000336,train,train/base_000336.npz,276,False,
base_000337,train,train/base_000337.npz,59,False,
base_000338,train,train/base_000338.npz,62,False,
base_000339,train,train/base_000339.npz,418,False,
base_000340,train,train/base_000340.npz,63,False,
base_000341,train,train/base_000341.npz,262,False,
base_000342,train,train/base_000342.npz,91,False,
base_000343,train,train/base_000343.npz,183,False,
base_000344,train,train/base_000344.npz,471,False,
base_000345,train,train/base_000345.npz,232,False,
base_000346,train,train/base_000346.npz,490,False,
base_000347,train,train/base_000347.npz,120,False,
base_000348,train,train/base_000348.npz,68,False,
base_000349,train,train/base_000349.npz,261,False,
base_000350,train,train/base_000350.npz,175,False,
base_000351,train,train/base_000351.npz,64,False,
base_000352,train,train/base_000352.npz,64,False,
base_000353,train,train/base_000353.npz,60,False,
base_000354,train,train/base_000354.npz,91,False,
base_000355,train,train/base_000355.npz,180,False,
base_000356,train,train/base_000356.npz,416,False,
base_000357,train,train/base_000357.npz,304,False,
base_000358,train,train/base_000358.npz,367,False,
base_000359,train,train/base_000359.npz,261,False,
base_000360,train,train/base_000360.npz,116,False,
base_000361,train,train/base_000361.npz,121,False,
base_000362,train,train/base_000362.npz,320,False,
base_000363,train,train/base_000363.npz,367,False,
base_000364,train,train/base_000364.npz,91,False,
base_000365,train,train/base_000365.npz,45,False,
base_000366,train,train/base_000366.npz,160,False,
base_000367,train,train/base_000367.npz,85,False,
base_000368,train,train/base_000368.npz,116,False,
base_000369,train,train/base_000369.npz,433,False,
base_000370,train,train/base_000370.npz,318,False,
base_000371,train,train/base_000371.npz,91,False,
base_000372,train,train/base_000372.npz,477,False,
base_000373,train,train/base_000373.npz,45,False,
base_000374,train,train/base_000374.npz,304,False,
base_000375,train,train/base_000375.npz,85,False,
base_000376,train,train/base_000376.npz,92,False,
base_000377,train,train/base_000377.npz,160,False,
base_000378,train,train/base_000378.npz,320,False,
base_000379,train,train/base_000379.npz,216,False,
base_000380,train,train/base_000380.npz,45,False,
base_000381,train,train/base_000381.npz,260,False,
base_000382,train,train/base_000382.npz,41,False,
base_000383,train,train/base_000383.npz,359,False,
base_000384,train,train/base_000384.npz,116,False,
base_000385,train,train/base_000385.npz,116,False,
base_000386,train,train/base_000386.npz,182,False,
base_000387,train,train/base_000387.npz,64,False,
base_000388,train,train/base_000388.npz,60,False,
base_000389,train,train/base_000389.npz,262,False,
base_000390,train,train/base_000390.npz,262,False,
base_000391,train,train/base_000391.npz,63,False,
base_000392,train,train/base_000392.npz,63,False,
base_000393,train,train/base_000393.npz,490,False,
base_000394,train,train/base_000394.npz,175,False,
base_000395,train,train/base_000395.npz,232,False,
base_000396,train,train/base_000396.npz,232,False,
base_000397,train,train/base_000397.npz,416,False,
base_000398,train,train/base_000398.npz,60,False,
base_000399,train,train/base_000399.npz,255,False,
base_000400,train,train/base_000400.npz,216,False,
base_000401,train,train/base_000401.npz,45,False,
base_000402,train,train/base_000402.npz,366,False,
base_000403,train,train/base_000403.npz,118,False,
base_000404,train,train/base_000404.npz,121,False,
base_000405,train,train/base_000405.npz,262,False,
base_000406,train,train/base_000406.npz,433,False,
base_000407,train,train/base_000407.npz,359,False,
base_000408,train,train/base_000408.npz,63,False,
base_000409,train,train/base_000409.npz,216,False,
base_000410,train,train/base_000410.npz,150,False,
base_000411,train,train/base_000411.npz,85,False,
base_000412,train,train/base_000412.npz,216,False,
base_000413,train,train/base_000413.npz,120,False,
base_000414,train,train/base_000414.npz,40,False,
base_000415,train,train/base_000415.npz,64,False,
base_000416,train,train/base_000416.npz,173,False,
base_000417,train,train/base_000417.npz,85,False,
base_000418,train,train/base_000418.npz,476,False,
base_000419,train,train/base_000419.npz,477,False,
base_000420,train,train/base_000420.npz,41,False,
base_000421,train,train/base_000421.npz,216,False,
base_000422,train,train/base_000422.npz,116,False,
base_000423,train,train/base_000423.npz,91,False,
base_000424,train,train/base_000424.npz,160,False,
base_000425,train,train/base_000425.npz,85,False,
base_000426,train,train/base_000426.npz,116,False,
base_000427,train,train/base_000427.npz,91,False,
base_000428,train,train/base_000428.npz,85,False,
base_000429,train,train/base_000429.npz,262,False,
base_000430,train,train/base_000430.npz,320,False,
base_000431,train,train/base_000431.npz,367,False,
base_000432,train,train/base_000432.npz,120,False,
base_000433,train,train/base_000433.npz,432,False,
base_000434,train,train/base_000434.npz,63,False,
base_000435,train,train/base_000435.npz,138,False,
base_000436,train,train/base_000436.npz,432,False,
base_000437,train,train/base_000437.npz,177,False,
base_000438,train,train/base_000438.npz,121,False,
base_000439,train,train/base_000439.npz,63,False,
base_000440,train,train/base_000440.npz,45,False,
base_000441,train,train/base_000441.npz,177,False,
base_000442,train,train/base_000442.npz,261,False,
base_000443,train,train/base_000443.npz,433,False,
base_000444,train,train/base_000444.npz,45,False,
base_000445,train,train/base_000445.npz,216,False,
base_000446,train,train/base_000446.npz,368,False,
base_000447,train,train/base_000447.npz,477,False,
base_000448,train,train/base_000448.npz,160,False,
base_000449,train,train/base_000449.npz,41,False,
base_000450,train,train/base_000450.npz,40,False,
base_000451,train,train/base_000451.npz,305,False,
base_000452,train,train/base_000452.npz,176,False,
base_000453,train,train/base_000453.npz,366,False,
base_000454,train,train/base_000454.npz,40,False,
base_000455,train,train/base_000455.npz,357,False,
base_000456,train,train/base_000456.npz,116,False,
base_000457,train,train/base_000457.npz,63,False,
base_000458,train,train/base_000458.npz,64,False,
base_000459,train,train/base_000459.npz,45,False,
base_000460,train,train/base_000460.npz,116,False,
base_000461,train,train/base_000461.npz,477,False,
base_000462,train,train/base_000462.npz,262,False,
base_000463,train,train/base_000463.npz,60,False,
base_000464,train,train/base_000464.npz,276,False,
base_000465,train,train/base_000465.npz,138,False,
base_000466,train,train/base_000466.npz,85,False,
base_000467,train,train/base_000467.npz,45,False,
base_000468,train,train/base_000468.npz,160,False,
base_000469,train,train/base_000469.npz,121,False,
base_000470,train,train/base_000470.npz,421,False,
base_000471,train,train/base_000471.npz,416,False,
base_000472,train,train/base_000472.npz,332,False,
base_000473,train,train/base_000473.npz,180,False,
base_000474,train,train/base_000474.npz,150,False,
base_000475,train,train/base_000475.npz,41,False,
base_000476,train,train/base_000476.npz,232,False,
base_000477,train,train/base_000477.npz,432,False,
base_000478,train,train/base_000478.npz,275,False,
base_000479,train,train/base_000479.npz,91,False,
base_000480,train,train/base_000480.npz,150,False,
base_000481,train,train/base_000481.npz,471,False,
base_000482,train,train/base_000482.npz,149,False,
base_000483,train,train/base_000483.npz,332,False,
base_000484,train,train/base_000484.npz,216,False,
base_000485,train,train/base_000485.npz,320,False,
base_000486,train,train/base_000486.npz,173,False,
base_000487,train,train/base_000487.npz,138,False,
base_000488,train,train/base_000488.npz,216,False,
base_000489,train,train/base_000489.npz,64,False,
base_000490,train,train/base_000490.npz,490,False,
base_000491,train,train/base_000491.npz,85,False,
base_000492,train,train/base_000492.npz,64,False,
base_000493,train,train/base_000493.npz,149,False,
base_000494,train,train/base_000494.npz,109,False,
base_000495,train,train/base_000495.npz,59,False,
base_000496,train,train/base_000496.npz,121,False,
base_000497,train,train/base_000497.npz,262,False,
base_000498,train,train/base_000498.npz,216,False,
base_000499,train,train/base_000499.npz,41,False,
base_000500,train,train/base_000500.npz,490,False,
base_000501,train,train/base_000501.npz,118,False,
base_000502,train,train/base_000502.npz,276,False,
base_000503,train,train/base_000503.npz,160,False,
base_000504,train,train/base_000504.npz,150,False,
base_000505,train,train/base_000505.npz,490,False,
base_000506,train,train/base_000506.npz,41,False,
base_000507,train,train/base_000507.npz,320,False,
base_000508,train,train/base_000508.npz,63,False,
base_000509,train,train/base_000509.npz,150,False,
base_000510,train,train/base_000510.npz,359,False,
base_000511,train,train/base_000511.npz,68,False,
base_000512,train,train/base_000512.npz,175,False,
base_000513,train,train/base_000513.npz,121,False,
base_000514,train,train/base_000514.npz,261,False,
base_000515,train,train/base_000515.npz,366,False,
base_000516,train,train/base_000516.npz,216,False,
base_000517,train,train/base_000517.npz,158,False,
base_000518,train,train/base_000518.npz,60,False,
base_000519,train,train/base_000519.npz,432,False,
base_000520,train,train/base_000520.npz,261,False,
base_000521,train,train/base_000521.npz,149,False,
base_000522,train,train/base_000522.npz,120,False,
base_000523,train,train/base_000523.npz,177,False,
base_000524,train,train/base_000524.npz,160,False,
base_000525,train,train/base_000525.npz,320,False,
base_000526,train,train/base_000526.npz,473,False,
base_000527,train,train/base_000527.npz,91,False,
base_000528,train,train/base_000528.npz,304,False,
base_000529,train,train/base_000529.npz,92,False,
base_000530,train,train/base_000530.npz,490,False,
base_000531,train,train/base_000531.npz,432,False,
base_000532,train,train/base_000532.npz,64,False,
base_000533,train,train/base_000533.npz,60,False,
base_000534,train,train/base_000534.npz,116,False,
base_000535,train,train/base_000535.npz,401,False,
base_000536,train,train/base_000536.npz,471,False,
base_000537,train,train/base_000537.npz,173,False,
base_000538,train,train/base_000538.npz,64,False,
base_000539,train,train/base_000539.npz,59,False,
base_000540,train,train/base_000540.npz,304,False,
base_000541,train,train/base_000541.npz,63,False,
base_000542,train,train/base_000542.npz,259,False,
base_000543,train,train/base_000543.npz,232,False,
base_000544,train,train/base_000544.npz,160,False,
base_000545,train,train/base_000545.npz,216,False,
base_000546,train,train/base_000546.npz,92,False,
base_000547,train,train/base_000547.npz,150,False,
base_000548,train,train/base_000548.npz,357,False,
base_000549,train,train/base_000549.npz,149,False,
base_000550,train,train/base_000550.npz,232,False,
base_000551,train,train/base_000551.npz,91,False,
base_000552,train,train/base_000552.npz,150,False,
base_000553,train,train/base_000553.npz,92,False,
base_000554,train,train/base_000554.npz,92,False,
base_000555,train,train/base_000555.npz,121,False,
base_000556,train,train/base_000556.npz,120,False,
base_000557,train,train/base_000557.npz,182,False,
base_000558,train,train/base_000558.npz,261,False,
base_000559,train,train/base_000559.npz,216,False,
base_000560,train,train/base_000560.npz,216,False,
base_000561,train,train/base_000561.npz,182,False,
base_000562,train,train/base_000562.npz,45,False,
base_000563,train,train/base_000563.npz,85,False,
base_000564,train,train/base_000564.npz,41,False,
base_000565,train,train/base_000565.npz,85,False,
base_000566,train,train/base_000566.npz,45,False,
base_000567,train,train/base_000567.npz,320,False,
base_000568,train,train/base_000568.npz,91,False,
base_000569,train,train/base_000569.npz,45,False,
base_000570,train,train/base_000570.npz,261,False,
base_000571,train,train/base_000571.npz,85,False,
base_000572,train,train/base_000572.npz,216,False,
base_000573,train,train/base_000573.npz,232,False,
base_000574,train,train/base_000574.npz,150,False,
base_000575,train,train/base_000575.npz,176,False,
base_000576,train,train/base_000576.npz,60,False,
base_000577,train,train/base_000577.npz,62,False,
base_000578,train,train/base_000578.npz,85,False,
base_000579,train,train/base_000579.npz,63,False,
base_000580,train,train/base_000580.npz,421,False,
base_000581,train,train/base_000581.npz,182,False,
base_000582,train,train/base_000582.npz,109,False,
base_000583,train,train/base_000583.npz,41,False,
base_000584,train,train/base_000584.npz,182,False,
base_000585,train,train/base_000585.npz,366,False,
base_000586,train,train/base_000586.npz,63,False,
base_000587,train,train/base_000587.npz,116,False,
base_000588,train,train/base_000588.npz,45,False,
base_000589,train,train/base_000589.npz,158,False,
base_000590,train,train/base_000590.npz,173,False,
base_000591,train,train/base_000591.npz,232,False,
base_000592,train,train/base_000592.npz,85,False,
base_000593,train,train/base_000593.npz,45,False,
base_000594,train,train/base_000594.npz,183,False,
base_000595,train,train/base_000595.npz,175,False,
base_000596,train,train/base_000596.npz,320,False,
base_000597,train,train/base_000597.npz,64,False,
base_000598,train,train/base_000598.npz,150,False,
base_000599,train,train/base_000599.npz,121,False,
base_000600,train,train/base_000600.npz,149,False,
base_000601,train,train/base_000601.npz,92,False,
base_000602,train,train/base_000602.npz,175,False,
base_000603,train,train/base_000603.npz,63,False,
base_000604,train,train/base_000604.npz,367,False,
base_000605,train,train/base_000605.npz,64,False,
base_000606,train,train/base_000606.npz,116,False,
base_000607,train,train/base_000607.npz,262,False,
base_000608,train,train/base_000608.npz,118,False,
base_000609,train,train/base_000609.npz,160,False,
base_000610,train,train/base_000610.npz,180,False,
base_000611,train,train/base_000611.npz,320,False,
base_000612,train,train/base_000612.npz,91,False,
base_000613,train,train/base_000613.npz,85,False,
base_000614,train,train/base_000614.npz,232,False,
base_000615,train,train/base_000615.npz,120,False,
base_000616,train,train/base_000616.npz,63,False,
base_000617,train,train/base_000617.npz,276,False,
base_000618,train,train/base_000618.npz,490,False,
base_000619,train,train/base_000619.npz,41,False,
base_000620,train,train/base_000620.npz,216,False,
base_000621,train,train/base_000621.npz,261,False,
base_000622,train,train/base_000622.npz,320,False,
base_000623,train,train/base_000623.npz,120,False,
base_000624,train,train/base_000624.npz,60,False,
base_000625,train,train/base_000625.npz,490,False,
base_000626,train,train/base_000626.npz,91,False,
base_000627,train,train/base_000627.npz,232,False,
base_000628,train,train/base_000628.npz,305,False,
base_000629,train,train/base_000629.npz,275,False,
base_000630,train,train/base_000630.npz,120,False,
base_000631,train,train/base_000631.npz,261,False,
base_000632,train,train/base_000632.npz,216,False,
